,total_match_number,subject_id,agent_id,original_elo_rating,updated_elo_rating,win_draw_loss,subject_ranking,agent_ranking,pairing_index,observer,notes,length_of_observations,date,cage_#,winner,loser,action,sheet_name,session_number_difference,strain,experiment_type
118,60,5.4,5.2,1010.6,1018.4,1,2,3,0,Jocelyn,,30 mins,2022-09-21,5,5.4,5.2,f,CAGE5,0.0,CD1,home_cage_observation
119,60,5.2,5.4,932.5,924.7,0,3,2,1,Jocelyn,,30 mins,2022-09-21,5,5.4,5.2,f,CAGE5,0.0,CD1,home_cage_observation
120,61,5.4,5.2,1018.4,1025.8,1,2,3,0,Jocelyn,,30 mins,2022-09-23,5,5.4,5.2,f,CAGE5,1.0,CD1,home_cage_observation
121,61,5.2,5.4,924.7,917.3,0,3,2,1,Jocelyn,,30 mins,2022-09-23,5,5.4,5.2,f,CAGE5,1.0,CD1,home_cage_observation
122,62,5.4,5.2,1025.8,1032.8,1,2,3,0,Jocelyn,,30 mins,2022-09-23,5,5.4,5.2,f,CAGE5,0.0,CD1,home_cage_observation
123,62,5.2,5.4,917.3,910.3,0,3,2,1,Jocelyn,,30 mins,2022-09-23,5,5.4,5.2,f,CAGE5,0.0,CD1,home_cage_observation
124,63,5.4,5.3,1032.8,1038.7,1,2,4,0,Jocelyn,,30 mins,2022-09-23,5,5.4,5.3,c,CAGE5,0.0,CD1,home_cage_observation
125,63,5.3,5.4,880.1,874.2,0,4,2,1,Jocelyn,,30 mins,2022-09-23,5,5.4,5.3,c,CAGE5,0.0,CD1,home_cage_observation
126,64,5.1,5.3,1176.8,1179.8,1,1,4,0,Jocelyn,,30 mins,2022-09-23,5,5.1,5.3,c,CAGE5,0.0,CD1,home_cage_observation
127,64,5.3,5.1,874.2,871.2,0,4,1,1,Jocelyn,,30 mins,2022-09-23,5,5.1,5.3,c,CAGE5,0.0,CD1,home_cage_observation
128,65,5.1,5.3,1179.8,1182.7,1,1,4,0,Jocelyn,,30 mins,2022-09-23,5,5.1,5.3,f,CAGE5,0.0,CD1,home_cage_observation
129,65,5.3,5.1,871.2,868.3,0,4,1,1,Jocelyn,,30 mins,2022-09-23,5,5.1,5.3,f,CAGE5,0.0,CD1,home_cage_observation
130,66,5.1,5.3,1182.7,1185.5,1,1,4,0,Jocelyn,,30 mins,2022-09-23,5,5.1,5.3,c,CAGE5,0.0,CD1,home_cage_observation
131,66,5.3,5.1,868.3,865.5,0,4,1,1,Jocelyn,,30 mins,2022-09-23,5,5.1,5.3,c,CAGE5,0.0,CD1,home_cage_observation
132,67,5.1,5.3,1185.5,1188.2,1,1,4,0,Jocelyn,,30 mins,2022-09-23,5,5.1,5.3,f,CAGE5,0.0,CD1,home_cage_observation
133,67,5.3,5.1,865.5,862.8,0,4,1,1,Jocelyn,,30 mins,2022-09-23,5,5.1,5.3,f,CAGE5,0.0,CD1,home_cage_observation
134,68,5.2,5.4,910.3,923.8,1,3,2,0,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,1.0,CD1,home_cage_observation
135,68,5.4,5.2,1038.7,1025.2,0,2,3,1,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,1.0,CD1,home_cage_observation
136,69,5.2,5.4,923.8,936.6,1,3,2,0,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
137,69,5.4,5.2,1025.2,1012.4,0,2,3,1,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
138,70,5.2,5.4,936.6,948.7,1,3,2,0,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
139,70,5.4,5.2,1012.4,1000.3,0,2,3,1,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
140,71,5.2,5.4,948.7,960.2,1,3,2,0,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,c,CAGE5,0.0,CD1,home_cage_observation
141,71,5.4,5.2,1000.3,988.8,0,2,3,1,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,c,CAGE5,0.0,CD1,home_cage_observation
142,72,5.2,5.4,960.2,971.0,1,3,2,0,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
143,72,5.4,5.2,988.8,978.0,0,2,3,1,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
144,73,5.2,5.4,971.0,981.2,1,2,3,0,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
145,73,5.4,5.2,978.0,967.8,0,3,2,1,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
146,74,5.2,5.4,981.2,990.8,1,2,3,0,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
147,74,5.4,5.2,967.8,958.2,0,3,2,1,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
148,75,5.2,5.4,990.8,999.9,1,2,3,0,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
149,75,5.4,5.2,958.2,949.1,0,3,2,1,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
150,76,5.2,5.4,999.9,1008.4,1,2,3,0,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
151,76,5.4,5.2,949.1,940.6,0,3,2,1,Jocelyn,30 mins without #1,30 mins,2022-10-05,5,5.2,5.4,f,CAGE5,0.0,CD1,home_cage_observation
152,77,5.1,5.3,1188.2,1190.9,1,1,4,0,Jocelyn,15 extra minutes after #1 returns,15 mins,2022-10-05,5,5.1,5.3,f,CAGE5,0.0,CD1,home_cage_observation
153,77,5.3,5.1,862.8,860.1,0,4,1,1,Jocelyn,15 extra minutes after #1 returns,15 mins,2022-10-05,5,5.1,5.3,f,CAGE5,0.0,CD1,home_cage_observation
154,78,5.1,5.3,1190.9,1193.5,1,1,4,0,Jocelyn,15 extra minutes after #1 returns,15 mins,2022-10-05,5,5.1,5.3,c,CAGE5,0.0,CD1,home_cage_observation
155,78,5.3,5.1,860.1,857.5,0,4,1,1,Jocelyn,15 extra minutes after #1 returns,15 mins,2022-10-05,5,5.1,5.3,c,CAGE5,0.0,CD1,home_cage_observation
156,79,5.1,5.3,1193.5,1196.0,1,1,4,0,Jocelyn,15 extra minutes after #1 returns,15 mins,2022-10-05,5,5.1,5.3,f,CAGE5,0.0,CD1,home_cage_observation
157,79,5.3,5.1,857.5,855.0,0,4,1,1,Jocelyn,15 extra minutes after #1 returns,15 mins,2022-10-05,5,5.1,5.3,f,CAGE5,0.0,CD1,home_cage_observation
158,80,5.1,5.3,1196.0,1198.5,1,1,4,0,Jocelyn,15 extra minutes after #1 returns,15 mins,2022-10-05,5,5.1,5.3,c,CAGE5,0.0,CD1,home_cage_observation
159,80,5.3,5.1,855.0,852.5,0,4,1,1,Jocelyn,15 extra minutes after #1 returns,15 mins,2022-10-05,5,5.1,5.3,c,CAGE5,0.0,CD1,home_cage_observation
